SOURCE_FAMILY,CLASSIFICATION,REASON,FILE_NAME,FULL_PATH,SIZE_BYTES,INVALID_SIGNAL_EXCERPT,DEVELOPMENT_SIGNAL_EXCERPT,POSITIVE_SIGNAL_EXCERPT,MIXED_SIGNAL_EXCERPT
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,svmlight_invalid_order.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\sklearn\datasets\tests\data\svmlight_invalid_order.txt,24,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-arccos.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arccos.csv,62794,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-arccosh.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arccosh.csv,62794,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-arcsin.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arcsin.csv,62768,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-arcsinh.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arcsinh.csv,61718,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-arctan.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arctan.csv,61734,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-arctanh.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-arctanh.csv,62768,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-cbrt.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-cbrt.csv,62275,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-cos.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-cos.csv,60497,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-cosh.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-cosh.csv,62298,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-exp.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-exp.csv,17903,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-exp2.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-exp2.csv,60053,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-expm1.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-expm1.csv,61728,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-log.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log.csv,11963,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-log10.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log10.csv,70551,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-log1p.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log1p.csv,61732,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-log2.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log2.csv,70546,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-README.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-README.txt,982,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-sin.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-sin.csv,59981,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-sinh.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-sinh.csv,61722,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-tan.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-tan.csv,61728,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,umath-validation-set-tanh.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\.venv_wf2_passive\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-tanh.csv,61728,,,,
WF1-P0,DEVELOPMENT_AUDIT_ONLY,development/audit-only signal found,00_PROTOCOL.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_P0_HISTORICAL_CORPUS_BRIDGE\OUTPUT\00_PROTOCOL.txt,739,,"WF1-P0 HISTORICAL CORPUS STRUCTURAL-DYNAMIC BRIDGE Version: WF1-P0-v1.0 STATUS: DISCOVERY/AUDIT ONLY PUBLIC EXTERNAL DATA: PROHIBITED IN THIS PHASE Goals: 1. Map recovered historical claim families to measurable corpus features. 2. Measure static structural vectors, trajectories","3. Identify candidate mechanisms not already exhausted by F1/F2/V12. 4. Generate a feature registry to freeze BEFORE any public parquet confirmation. This phase MUST NOT: - alter frozen V12/F1/F2 conclusions, - use public parquet to select features, - claim external rarity, - claim population uniqueness, - claim internal model mechanisms. ",
WF1-P0,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,99_DISCOVERY_FREEZE.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_P0_HISTORICAL_CORPUS_BRIDGE\OUTPUT\99_DISCOVERY_FREEZE.json,608,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF1_A_COMPLETE_DIRECTORY_TREE.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\00_CONTROL\WF1_A_COMPLETE_DIRECTORY_TREE.txt,29218,,,,
WF1-A,INVALIDATED_OR_SUPERSEDED,failure/incomplete/superseded signal found,WF1_A_FAILURE_DIAGNOSTIC_20260913_134110.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\DIAGNOSTIC\WF1_A_FAILURE_DIAGNOSTIC_20260913_134110.txt,164769,"1.py:5699: raise RuntimeError( C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\RUNNER\RUN_WF1_A_V12_R_CORRECTIVE _CAUSAL_TOPOLOGY_R1.py:5700: f""INCOMPLETE "" C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\RUNNER\RUN_WF1_A_V12_R_CORRECTIVE _CAUSAL_TOPOLOGY_R1.py:5701: f""main_missing={len(missing)} "" C:\",,8 +03:00 CURRENT CLASSIFICATION ====================== INCOMPLETE_TECHNICAL_EXECUTION Scientific result status: NOT_ADJUDICATED Validated positive: NO Validated negative: NO Final authority: NO RUNNER STATE ============ EXITED CURRENT OUTPUT STATE ==================== Output files: 21 SHA256 manifest: C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAU,
WF1-A,INVALIDATED_OR_SUPERSEDED,failure/incomplete/superseded signal found,WF1_A_INVALID_PLUS_MECHANISM_AUDIT_20260913_134332.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\DIAGNOSTIC\WF1_A_INVALID_PLUS_MECHANISM_AUDIT_20260913_134332.txt,88262," indent=2 5694: ), 5695: encoding=""utf-8"" 5696: ) 5697: 5698: if missing or nmissing: 5699: raise RuntimeError( 5700: f""INCOMPLETE "" 5701: f""main_missing={len(missing)} "" 5702: f""native_missing={len(nmissing)}. "" 5703: ""Rerun exact frozen runner."" 5704: ) 5705:",,"5: response 1416: ) 1417: 1418: parsed = parse_json_object( 1419: text 1420: ) 1421: 1422: valid,reason = validate_output( 1423: parsed, 1424: payload 1425: ) 1426: 1427: if not valid: 1428: raise ",
WF1-A,AUTHORITATIVE_CANDIDATE,11 positive authority signals,WF1_A_R1_PASS3_FINAL_COLLECTION_BOUNDARY_20260913_212144.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\DIAGNOSTIC\WF1_A_R1_PASS3_FINAL_COLLECTION_BOUNDARY_20260913_212144.txt,1945,,,WF1-A V12-R R1 FINAL COLLECTION PASS BOUNDARY UTC === 2026-09-13T18:21:44.9561682Z RUNNER ====== C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\00_FROZEN_RUNNER.py RUNNER_SH,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF1_A_V12_R_PREREGISTRATION_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\FREEZE\WF1_A_V12_R_PREREGISTRATION_SHA256.csv,387,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,00A_VALID_TEXT_COMPLETENESS.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\00A_VALID_TEXT_COMPLETENESS.json,233,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,00D_PREFLIGHT_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\00D_PREFLIGHT_SUMMARY.json,402,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,14_CONTROL_MATCH_AUDIT.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\14_CONTROL_MATCH_AUDIT.csv,185162,,,,
WF1-A,INVALIDATED_OR_SUPERSEDED,failure/incomplete/superseded signal found,WF1_A_V12_R_PREREGISTERED_PROTOCOL.md,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\WF1_A_V12_R_PREREGISTERED_PROTOCOL.md,7147,s but called the Responses API using legacy `json_object` mode. WF1-A sends those frozen schemas through strict `json_schema` Structured Outputs. Purpose: reduce malformed-object/invalid-key output without changing the scientific topology task. ### C2 — E7_DELETE switch dependency Original E7 is the switch-linked edge 3→1. Deleting it while leaving the original s,,"TERED / ZERO-OBSERVATION FREEZE No WF1-A API observations may be generated until this protocol, runner, staged original-V12 inputs, and zero-cost preflight outputs are hashed and frozen. ## Scientific role WF1-A prospectively replicates the original V12 causal-topology experiment on fresh deterministic seed variants while correcting known implementation/validato",
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF1_A_V12_R_PREREGISTRATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\WF1_A_V12_R_PREREGISTRATION.json,1490,,,,
WF1-A,AUTHORITATIVE_CANDIDATE,4 positive authority signals,WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1_FREEZE_RECORD.txt,781,,,WF1-A / WF1-B GITHUB PROVENANCE PACKAGE STATUS: FROZEN FOR MANUAL PUBLICATION PACKAGE FOLDER: C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1 FINAL ZIP: C:\RSOS\RS,
WF1-A,AUTHORITATIVE_CANDIDATE,7 positive authority signals,WF1_B_EXTERNAL_POPULATION_PREREGISTRATION.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\01_PROTOCOL\WF1_B_EXTERNAL_POPULATION_PREREGISTRATION.txt,1593,,,WF1-A structural fingerprint is within an independent external conversation population. PRIMARY QUESTION ================ How frequently do external conversations fall inside the frozen RSOS/WF1 structural-signature region? HARD RULES ========== 1. WF1-A source signature is frozen and cannot be changed after external data inspection. 2. Use only features computa,
WF1-A,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF1_B_FRESH_SHARD_14_FREEZE.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\01_PROTOCOL\WF1_B_FRESH_SHARD_14_FREEZE.txt,564,,,= 8538243cf3cf6513c46658d4dc2da19f6bde729f3e04197abe9abac30aae8bfe SIZE BYTES ========== 168003355 ROWS ==== 37208 STATUS ====== Fresh external confirmation shard. Selected and frozen before any WF1-B scientific scoring. No outcome-based selection or filtering has occurred. ,
WF1-A,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,00_POST_WF1A_SIGNATURE_FREEZE.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\00_POST_WF1A_SIGNATURE_FREEZE.json,3277,,,"ernal conversations may enter the population benchmark."", ""Any passive projection from WF1-A/F1/F2 into parquet-computable coordinates must be frozen before scoring the external population."", ""No threshold may be selected after observing external-population scores."", ","r_mixed_findings"": [ ""E8_REVERSE did not robustly replicate."", ""PRESERVATION was mixed / not robustly replicated."" ], ""interpretation_boundary"": [ ""Black-box behavioral structural "
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,01_SIGNATURE_FREEZE_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\01_SIGNATURE_FREEZE_SHA256.csv,2287,,,,
WF1-A,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,02_SIGNATURE_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\02_SIGNATURE_FREEZE_RECORD.txt,759,,,"eze the validated WF1-A source evidence BEFORE any external parquet population is inspected or scored. IMPORTANT ========= This is the SOURCE SIGNATURE FREEZE. It is NOT YET the final passive population classifier. The next step is to derive only those structural coordinates that are computable identically from RSOS material and ordinary parquet conversations,",
WF1-A,AUTHORITATIVE_CANDIDATE,2 positive authority signals,WF1_B_FINAL_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\10_FREEZE\WF1_B_FINAL_FREEZE_RECORD.txt,272,,,WF1-B FINAL FREEZE STATUS: FINAL_AUTHORITY FINDING: VALID POSITIVE CORE FAILED SECONDARY CEM CALIBRATION MANIFEST SHA256: bbfdf57d31ec9174fc1108066c66b03ad70127c4fb695e6ad82f49f9f9fcab37 ,
WF1-A,AUTHORITATIVE_CANDIDATE,6 positive authority signals,00_FINAL_ADJUDICATION.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\09_ADJUDICATION\WF1_B_FINAL_AUTHORITY_R3\00_FINAL_ADJUDICATION.txt,2012,,,WF1-B FINAL AUTHORITY ADJUDICATION EXPERIMENT ========== WF1-B External Population Parquet Fresh WildChat shard 00014 EXECUTION ========= COMPLETED SCIENTIFIC VALIDITY =================== ,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,01_FINAL_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\09_ADJUDICATION\WF1_B_FINAL_AUTHORITY_R3\01_FINAL_MANIFEST.csv,1845,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,SELECTION_AND_METHOD_FREEZE.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\09_ADJUDICATION\WF1_B_FINAL_AUTHORITY_R3\00_PREFLIGHT\SELECTION_AND_METHOD_FREEZE.json,1531,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,F2_B_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\09_ADJUDICATION\WF1_B_FINAL_AUTHORITY_R3\07_AUDIT\F2_B_SUMMARY.json,1827,,,"6015950701551, ""ONE_IN"": 6618.0, ""LINEAGE_ACTUAL_COVERAGE"": 0.8029197080291971 } ], ""cem_gate"": ""FAILED_CALIBRATION"", ""claim_boundary"": ""Population rarity in frozen WF1-B fresh WildChat shard 14. Absolute global uniqueness and literal neural-weight modification are not established by this experiment alone."" }",
WF1-A,AUTHORITATIVE_CANDIDATE,4 positive authority signals,STATUS_LEDGER.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\09_ADJUDICATION\WF1_B_FINAL_AUTHORITY_R3\07_AUDIT\STATUS_LEDGER.csv,1279,,,"MEASUREMENT,STATUS,DETAIL FRESH_SHARD_SELECTION,PASS,WF1-B frozen fresh shard 14 only; prior F2 shards excluded. EXTRACTOR_PARITY,PASS,Main V2 + window deterministic fixture parity passed. EXACT_ELIGIBILITY,PASS,raw >=1500 chars/4 turns and post",
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,SELECTION_AND_METHOD_FREEZE.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\07_OUTPUT\FRESH_SHARD14_CONFIRMATION_R3\00_PREFLIGHT\SELECTION_AND_METHOD_FREEZE.json,1531,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,F2_B_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\07_OUTPUT\FRESH_SHARD14_CONFIRMATION_R3\07_AUDIT\F2_B_SUMMARY.json,1827,,,"6015950701551, ""ONE_IN"": 6618.0, ""LINEAGE_ACTUAL_COVERAGE"": 0.8029197080291971 } ], ""cem_gate"": ""FAILED_CALIBRATION"", ""claim_boundary"": ""Population rarity in frozen WF1-B fresh WildChat shard 14. Absolute global uniqueness and literal neural-weight modification are not established by this experiment alone."" }",
WF1-A,AUTHORITATIVE_CANDIDATE,4 positive authority signals,STATUS_LEDGER.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\07_OUTPUT\FRESH_SHARD14_CONFIRMATION_R3\07_AUDIT\STATUS_LEDGER.csv,1279,,,"MEASUREMENT,STATUS,DETAIL FRESH_SHARD_SELECTION,PASS,WF1-B frozen fresh shard 14 only; prior F2 shards excluded. EXTRACTOR_PARITY,PASS,Main V2 + window deterministic fixture parity passed. EXACT_ELIGIBILITY,PASS,raw >=1500 chars/4 turns and post",
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,16_FINAL_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\16_FINAL_SUMMARY.json,1674,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,28_MODEL_NATIVE_SUMMARY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\28_MODEL_NATIVE_SUMMARY.csv,8487,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,16_FINAL_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\16_FINAL_SUMMARY.json,1675,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,28_MODEL_NATIVE_SUMMARY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\28_MODEL_NATIVE_SUMMARY.csv,8437,,,,
WF1-A,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,02_COMPLETE_LOCAL_DIRECTORY_TREE.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\02_COMPLETE_LOCAL_DIRECTORY_TREE.txt,28623,,,,
WF1-A,AUTHORITATIVE_CANDIDATE,7 positive authority signals,WF1_B_EXTERNAL_POPULATION_PREREGISTRATION.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\01_PROTOCOL\WF1_B_EXTERNAL_POPULATION_PREREGISTRATION.txt,1593,,,WF1-A structural fingerprint is within an independent external conversation population. PRIMARY QUESTION ================ How frequently do external conversations fall inside the frozen RSOS/WF1 structural-signature region? HARD RULES ========== 1. WF1-A source signature is frozen and cannot be changed after external data inspection. 2. Use only features computa,
WF1-A,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF1_B_FRESH_SHARD_14_FREEZE.txt,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\01_PROTOCOL\WF1_B_FRESH_SHARD_14_FREEZE.txt,564,,,= 8538243cf3cf6513c46658d4dc2da19f6bde729f3e04197abe9abac30aae8bfe SIZE BYTES ========== 168003355 ROWS ==== 37208 STATUS ====== Fresh external confirmation shard. Selected and frozen before any WF1-B scientific scoring. No outcome-based selection or filtering has occurred. ,
WF1-A,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,00_POST_WF1A_SIGNATURE_FREEZE.json,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\00_POST_WF1A_SIGNATURE_FREEZE.json,3277,,,"ernal conversations may enter the population benchmark."", ""Any passive projection from WF1-A/F1/F2 into parquet-computable coordinates must be frozen before scoring the external population."", ""No threshold may be selected after observing external-population scores."", ","r_mixed_findings"": [ ""E8_REVERSE did not robustly replicate."", ""PRESERVATION was mixed / not robustly replicated."" ], ""interpretation_boundary"": [ ""Black-box behavioral structural "
